livro,Capítulo,Verso inicial,Verso final,Obra,Capítulo,Tipo de Referência,Citação,
Lucas,17,5,6,Luz nas Trevas,  24 - Vícios pertubadores,Indireta,"A Sua sensibilidade propôs o exame de um lírio do campo na sua expressão mágica, assim como das aves dos céus que vivem sob a proteção de Deus. Examinou um grão de mostarda e deu-lhe significado profundo no que diz respeito à fé, à confiança que se deve ter em relação à Vida espiritual e ao comportamento saudável na trajetória carnal.",
Lucas,17,6,6,Lampadário Espírita,  3 – Considerando a fé,Direta sem indexação do NT,“Se tivésseis fé”,
Lucas,17,10,10,Convites da Vida,14 - Convite à Disciplina,Epígrafe,,
Lucas ,17,11,17,Liberta-te do Mal,Reeflexões sobre a calúnia,Indireta,"Após receberem ajuda das mazelas ... como é possível compreender que, dentre dez leprosos, somente um tivesse voltado para Lhe agradecer?!",
Lucas,17,11,17,Jesus e Atualidade,19  Jesus e Ingaiã,Direta sem indexação no NT,"""Onde estão os outros ...",
Lucas,17,11,17,Libertação do Sofrimento,5 - Curas aparentes e curas reais,Indireta,,
Lucas,17,14,14,Convites da Vida,7 - Convite à Compaixão,Epígrafe,,
Lucas,17,15,16,Florações Evangélicas,28 - Gratulação,Epígrafe,,
Lucas,17,20,20,Alerta,59 - Veículo da vida,Direta sem indexação do NT,,
Lucas,17,20,20,Tesouros Libertadores,5 - Reino de Deus,Direta sem indexação do NT,O Reino de Deus - Ele informou - esta no coraçao,
Lucas,17,20,21,Luz nas Trevas,5 - Reino dos Céus,Indireta,"É necessário edificar-se o Reino dos Céus dentro do coração, mediante simples aquisições não dispendiosas, como amar indistintamente, sorrir de gratidão, à existência, fazer alguém menos triste, repartir bondade.",
Lucas,17,20,21,Tesouros Libertadores,1 - Renovadas Esperanças,Indireta,"Por isso, a Sua é a vida bela e grandiosa que passou pela Terra, deixando pegadas luminosas, a fim de que, através dos séculos, os transviados pudessem identificar o caminho que os pode conduzir com segurança à meta anelada, que é plenitude, o Reino de Deus no próprio coração",
Lucas,17,21,21,Momentos de Renovação,  17 – Auto análise,Direta sem indexação do NT,Disse Jesus que o reino dos céus está dentro de nós,
Lucas,17,21,21,Momentos de Saúde e Consciência ,12 – Consciência e hábitos,Direta sem indexação do NT,O Reino dos Céus está dentro de vós – acentuou Jesus com infinita sabedoria...,
Lucas,17,21,21,Tesouros Libertadores,3 - Canção da imortalidade,Direta sem indexação do NT,"Estás destinado à plenitude ou Reino dos Céus, conforme a promessa de Jesus.",
Lucas,17,21,21,Lições para a Felicidade,7 - Processo de evolução,Direta sem indexação do NT,,
Lucas,17,21,21,Seja Feliz Hoje,1 - Acontecimentos imprevistos,Direta sem indexação do NT,,
Lucas,17,21,21,Vitória Sobre a Depressão,19 - Necessidade da autoiluminação,Indireta,,
Lucas,17,20,21,Tesouros Libertadores,Prefácio ,Direta sem indexação do NT,"Embora não traga novidades, ... [o livro que hoje apresentamos ao nosso caro leitor] veste com ropupagens novas as fortunas que permanecem no Evangelho à espera de serem utilizadas com sabedoria, para a conquista do Reino dos Céus.",
Lucas,17,20,37,Jesus e Vida,8 - Armadilhas,Indireta,,
Lucas,17,21,21,Momentos Felicidade,1 – Caminhos do coração,Indireta,Jesus escolheu os caminhos do coração para acercar-se das criaturas e chamá-las ao reino dos Céus,
Lucas,17,21,21,Rejubila-te em Deus, 13 – Parábolas e símbolos,Direta sem indexação do NT,O Reino dos Céus está dentro de vós... Exultai!,
Lucas,17,21,21,Tesouros Libertadores,5 - Reino de Deus,Indireta,O Reino dos Céus  era reservado a Israel,
Lucas,17,21,21,Tesouros Libertadores,23 - Inimigo Morboso,Indireta,O Reino de Deus está dentro da criatura,
Lucas,17,21,21,Libertação do Sofrimento,26 - Imortalidade: triunfo do espírito,Indireta,,
Lucas,18,1,6,Jesus e Atualidade,4 - Jesus e Amor,Indireta,...a viúva necessitada...,
Lucas ,18,9,14,Jesus e Atualidade,4 - Jesus e Amor,Indireta,"De amor estavam repletos Seu coração e Suas mãos para esparzí-lo, fosse um cobrador de impostos...",
Lucas,18,15,16,Luz nas Trevas,  11 - Juventude e Conhecimento,Indireta,"O convite de Jesus às crianças, ainda não maculadas, estende-se a todos aqueles que pretendem a juventude perene.",
Lucas,18,18,30,Jesus e Atualidade, 14 - Jesus e Posse,Direta sem indexação do NT,"""Despoja-te de tudo, dá aos outros  o que seja útil e segue-me""",
Lucas,18,18,30,Tesouros Libertadores,6- Lições Libertadoras,Indireta,"A um jovem rico, desejoso de alcançar o Reino de Deus, estabeleceu como condição essencial a renúncia a todos os bens terrestres e a adoção de novo comportamento a partir daquele instante...",
Lucas,18,18,30,Luz nas Trevas, 21 - Compromissos com a vida,Direta sem indexação no NT,"No encontro de Jesus com o moço rico que ia disputar a corrida em Cesareia, o Mestre lhe disse, enfático:- Vem hoje! 
 Ele pediu para postergar a sua entrega para após os jogos próximos e, rico de juventude, partiu para a desencarnação na festa do dia seguinte, havendo perdido a excelente oportunidade de O seguir naquele momento.",
Lucas,18,19,19,Momentos de Alegria,  18 – Ninguém escapa,Direta sem indexação do NT,"Bom somente é o Pai – respondeu Jesus ao moço rico, na lição evangélica...",
Lucas,18,20,20,Florações Evangélicas,44 - Em reverência,Epígrafe,,
Lucas,18,22,22,Plenitude,7 - Motivos de Sofrimentos,Indireta,"""..Ele esclreceu que uma coisa lhe faltava..",
Lucas,18,23,30,Momentos de iluminação,18 – Renúncia plena,Indireta,"Fascinado por Jesus, um jovem rico propôs-lhe segui-lo. O Mestre, que o conhecia, impôs-lhe ser necessário que ele vendesse tudo quanto possuía, distribuísse o resultado com os pobres...",
Lucas,18,41,41,Sendas Luminosas,4 - Visão e discernimento,Direta,,
Lucas,18,43,43,Florações Evangélicas,38 - Louvor,Epígrafe,,
Lucas,19,1,9,Luz nas Trevas,23- Convivência com Jesus,Indireta,"Imagina o que aconteceu a Zaqueu e família naquela noite em que Ele dormiu no seu ninho doméstico! Quais teriam sido os temas tão extraordinários que modificaram completamente a existência do detestado cobrador de impostos? Qual a psicosfera que permaneceu naquele lar, após a saída d'Ele, que fez o homem infeliz dedicar-se no fim da vida ao ministério do amor e da caridade?
  
 A sua existência nunca mais foi a mesma, e até hoje, à semelhança daquele homem felizardo, pede-Lhe para que também te visite, passe uma noite em tua casa.",
Lucas,19,1,10,Jesus e Vida,20 - Sofreguidão pelo poder,Indireta,,
Lucas,19,1,10,Sob a proteção de Deus,21 – Caridade em todo lugar,Indireta,Zaqueu era rico em moedas...,
Lucas,19,1,10,Sob a proteção de Deus,  28 – Fenômeno mediúnico sutil,Direta sem indexação do NT,"Sob comando mental sutil, Zaqueu subiu ao sicômoro para vê-lO passar...",
Lucas,19,1,10,Jesus e Atualidade,7 - Jesus e Justiça,Direta sem indexação do NT,"...nada diferente daquela que facultou a Zaqueu, o cobrador de impostos,...",
Lucas,19,1,10,Libertação do Sofrimento,5 - Curas aparentes e curas reais,Indireta,,
Lucas,19,2,9,Constelação Familiar,21 - Presença do evangelho no lar,Indireta,,
Lucas,19,2,9,Desperte e Seja Feliz,9 - Arrependimento e reparação,Indireta,,
Lucas,19,2,10,Em Busca da Iluminação Interior,9 - Cegueira,Direta,,
Lucas,19,12,27,Luz nas Trevas,27 - Impedimentos,Direta sem indexação do NT,"Recorda-te da gentil parábola dos talentos e aplica àqueles que te foram confiados, sem pensar em outra coisa, senão multiplicá-los.",
Lucas,19,40,40,Momentos de iluminação, 19 – Túmulos e sobrevivência,Indireta,Jesus afirmou: Quando eles (os discípulos) se calarem (por medo ou conivência com o erro) as pedras (sepulcros) falarão...,
Lucas,19,40,40,Sol de Esperança,26 - Irmãos Perseguidos,Direta sem indexação do NT,""" Quando meus discípulos se calarem as pedras falarão"" - asseverou Jesus.",
Lucas,19,40,40,No Limiar do Infinito,1 - O novo espiritualismo,Direta sem indexação do NT,,
Lucas,19,41,44,Jesus e Atualidade,4 - Jesus e Amor,Indireta,"Chorou sobre Jerusalém, ...",
Lucas,19,47,47,Momentos de esperança,  17 – A César e a Deus,Indireta,... esteve no templo e na sinagoga...,
Lucas,20,36,36,Vidas Vazias,11 - Período de transe,Indireta,"Não te surpreendas ante as pequenas vitórias que apresentarão, recordando-te de que a batalha final é a que decide o conflito. Essa luta final não foi a crucificação do Mestre, mas a Sua ressurreição que demonstrou a vitória da verdade.",
Lucas,21,29,30,Lampadário Espírita,40 - Ante o dever,Indireta,"...toscos ""ramos da figueira"",",
Lucas,22,32,32,Convites da Vida,51 - Convite à Resignação,Epígrafe,,
Lucas,22,34,34,Luz nas Trevas,19 - Glórias incomum,Indireta,"Cumpriu o programa que desenhara para a Sua vilegiatura e, no momento exato, foi traído, negado e assassinado covardemente.",
Lucas,22,39,46,Jesus e Atualidade,9 - Jesus e Alegria,Indireta,"No Getsêmani , quando só Ele orava...",
Lucas,22,39,46,Tesouros Libertadores,9 - Harmonia na dor,Indireta,... Quando no horto das oliveiras aguardava a chegada da malta investida do alucinado porder de aprisioná-lO,
Lucas,22,40,40,Lampadário Espírita,36 – Arar orando,Direta sem indexação do NT,Orai para não cairdes em tentação,
Lucas,22,47,48,Lampadário Espírita,54- Sinal de identificação,Indireta,traição de Judas,
Lucas,22,48,48,Lampadário Espírita,57 - Ingratos,Indireta,"... E Judas, o discípulo enganado, conduziu à cruz o Amigo da Humanidade.",
Lucas,22,48,48,Tesouros Libertadores,9 - Harmonia na dor,Indireta,"Traído, abandonado, surrado, levado ao máximo rídiculo, sem se permitir afetar pela miséria dos Seus inimigos, prosseguiu em harmonia estóica dantes jamais ocorrida. ",
Lucas,22,48,48,Luz nas Trevas,19 - Glória incomum,Indireta,"Cumpriu o programa que desenhara para a Sua vilegiatura e, no momento exato, foi traído, negado e assassinado covardemente.",
Lucas,22,51,51,Tesouros Libertadores,2- Ante a espada e a cruz,Direta sem indexação no NT,"Na Gloriosa história do Cristianismo, aturdido no Getsémani, Pedro tomou de uma espada e decepou a orelha de Malco, que Jesus curou, advertindo-o para que a embanhasse, porque todo aquele que usa para ferir, torna-se-lhe vítima do afiado gume.",
Lucas,22,54,60,Luz Viva,22 - Humildade Real,Direta sem indexação no NT,"Simão Pedro,que O acompanhou e O negou no momento culminante ",
Lucas,22,54,62,Jesus e Atualidade,20 - Jesus e Inimigo,Direta sem indexação no NT,Chorou amargamento,
Lucas,22,54,62,Vidas Vazias,13 - Ingratidão,Direta sem indexação no NT,"Pedro, que conviveu com o Mestre em intimidade e d’Ele recebeu indiscutíveis tesouros de amor e de socorro, negou-O três vezes, apesar de advertido sobre o egoísmo que ainda permanecia no seu caráter.",
Lucas,22,57,60,Lampadário Espírita,54- Sinal de identificação,Indireta,Negação de Pedro,
Lucas,22,57,61,Ilumina-te,8 - Questão de óptica,Direta sem indexação no NT,"... seria traído por um amigo, negado por outro e abandonado por quase todos...",
Lucas,22,57,61,                              Momentos de Coragem,  12 – Recursos mediúnicos,Direta sem indexação no NT,"Recorda-te da Invigilância mediúnica de Pedro, que se deixou vencer pelo medo a ponto de negar o amigo, e da obsessão de Judas...",
Lucas,22,57,61,Momentos de Felicidade,    2 – Fenômenos inexoráveis,Direta sem indexação no NT,"... a traição de um amigo, a negação de outro, o abandono de quase todos...",
Lucas,22,57,61,Momentos de Felicidade,  18 – Emoções perturbadoras,Indireta,"Foram as emoções perturbadoras que levaram Pedro, temeroso, a negar o Amigo, e Judas, ambicioso, a vendê-lo aos inimigos da Verdade",
Lucas,22,57,61,Momentos de iluminação,  12 – Ante a insatisfação,Indireta,A insatisfação de Pedro tornou-o pusilânime e negador,
Lucas,22,61,61,Vidas Vazias,4 - Conquista a tua paz,Indireta,"Sabendo que seria traído por um amigo e por outro negado, não demonstrou contrariedade nem decepção.",
Lucas,22,62,62,Desperte e Seja Feliz,9 - Arrependimento e reparação,Indireta,,
Lucas,23,1,25,Luz Viva,  24 - Defesa,Indireta,,
Lucas,23,24,24,Lampadário Espírita,  57- Ingratos,Indireta,"Ao invés de os lamentar ou de os reprochar, orou ao Pai, profundamente tocado, rogando perdão para o inominável crime, certo de que eles não sabiam o que estavam fazendo.",
Lucas,23,24,24,Luz nas Trevas,13 - Borrascas e Harmonia,Indireta,"Mesmo no momento final da cruz, venceu a tempestade e rogou a Deus perdão para os Seus crucificadores, oferecendo aos culpados a possibilidade de conquistarem a harmonia.",
Lucas,23,24,25,Lampadário Espírita,41 - Dando balanço,Indireta,trocado por Barrabás,
Lucas,23,26,26,Momentos de iluminação,17 – Lesão da cruz,Indireta,"Jesus, que não tinha qualquer dívida a respeito, sob o peso da cruz aceitou a ajuda do estranho, no entanto levou-a...",
Lucas,23,26,26,Benesses Natalinas,5 - Festas e Natal,Indireta,".. deixou-se crucificar, na mesma cidade, durante os dias faustosos das alegrias tradicionais.",
Lucas,23,28,28,Florações Evangélicas,7 - Problemas pessoais,Direta sem indexação do NT,,
Lucas,23,28,31,Lampadário Espírita,34 - Bem e mal sofrer,Direta sem indexação do NT,"... quando na via dolorosa, esmagagado sob a cruz, e no entanto aconselhando e advertindo as ""mulheres piedosas de Jerusalèm""",
Lucas,23,31,31,Jesus e Vida,30 - Fubnções do Sofrimento,Direta sem indexação do NT,,
Lucas,23,31,31,Rumos Libertadores,51 - Testemunhos na ascensão,Direta sem indexação do NT,,
Lucas,23,32,32,Benesses Natalinas,6- Natal Inesperado,Indireta,"Frágil, surgiu em uma estrebaria, a fim de que forte, partisse do alto de uma cruz",
Lucas,23,32,32,Benesses Natalinas,10 - Vivência de Natal,Indireta,O Seu ministério... atingindo o climax na cruz....,
Lucas,23,33,33,Lampadário Espírita,41 - Dando balanço,Indireta,Confundido entre dois salteadores de má vida,
Lucas,23,34,34,Alerta,1 - O perdão das ofensas,Direta sem indexação do NT,,
Lucas,23,34,34,Alerta,12 - Desafio à caridade,Indireta,,
Lucas,23,34,34,Celeiro de Bênçãos,1 - Orando no Natal,Indireta,,
Lucas,23,34,34,Celeiro de Bênçãos,44 - Negadores necessitados,Direta sem indexação do NT,,
Lucas,23,34,34,Tesouros Libertadores,9 - Harmonia na dor,Indireta,"... em perfeita sintonia com o Pai, a quem rogou pelos atormentados flageladores. ",
Lucas,23,34,34,Ilumina-te,8 - Questão óptica,Indireta,... quando falou foi para pedir ao Pai que perdoasse os perseguidores...,
Lucas,23,34,34,Iluminate-se,9 - Sentimentos perversos,Direta sem indexação do NT,"– Perdoai-os, meu Pai, pois eles não sabem o que fazem.",
Lucas,23,34,34,Liberta-te do Mal,Terapia do perdão,Indireta,"Quem O visse triunfante ao adentrar sob aplauso e festa em Jerusalém, não podia imaginar...",
Lucas,23,34,34,Luz Viva,20 - Frutos da Delinquencia,Indireta,,
Lucas,23,34,34,Segue em Harmonia,8 – Faze o mesmo,Indireta,Com inexcedível amor a todos perdoou e pediu ao Pai clemência e misericórdia para os alucinados.,
Lucas,23,34,34,Segue em Harmonia,13 - Os desertores,Indireta,"(...) e recorta-te do Mestre, suplicando ao Pai que os perdoassem porque não sabiam o que estavam fazendo.",
Lucas,23,34,34,Lições para a Felicidade,26 - Paixão e amor,Direta sem indexação do NT,,
Lucas,23,34,34,Nascente de Bênçãos,04 - Alegria de Viver,Direta sem indexação do NT,,
Lucas,23,34,34,Nascente de Bênçãos,8 - Bênçãos,Direta sem indexação do NT,,
Lucas,23,34,34,Tesouros Libertadores,30 - O fenômeno da morte,Direta sem indexação do NT,"Jesus é o exemplo máximo [...]desde o perdão aos crucificadores ""que não sabiam o que estavam fazendo""...",
Lucas,23,34,39,Fonte de Luz,21 - Livre escolha,Indireta,Mesmo quando esteve na cruz optou pelo perdão aos Seus assassinos...,
Lucas,23,35,44,Jesus e Atualidade,7 - Jesus e Justiça,Indireta,".o a ladrã na cruz, que lLhe buscaa apoio.",
Lucas,23,40,43,Tesouros Libertadores,30 - O fenômeno da morte,Indireta,"Foi mais além, dialogando com o ladrão que lhe buscava ajuda, socorrendo-o com a resposta da esperança sublime de sua entrada no Reino dos Céus ..",
Lucas,23,42,42,Lampadário Espírita,45 - Deveres de agora,Indireta,"e ao ladrão, que no momento extremo Lhe rogara oportunidade de aportar, também, na Região de Justiça, Ele acenou com a esperança próxima de recebê-lo oportunamente no Paraíso...",
Lucas,23,43,43,Lampadário Espírita,34 - Bem e mal sofrer,Indireta,"convocando dois estranhos e desafortunados salteadores, neles semeando as esperanças do Reino de Deus",
Lucas,23,43,43,Plenitude,6 - Altruísmo,Indireta,"Jesus,na cruz, padecendo a ingratidão dos homens ainda atendeu o ladrão...",
Lucas,23,46,46,Celeiro de Bênçãos,42 - O problema da fé,Indireta,,
Lucas,23,46,46,Dimensões da Veradde,30 - Antes da desencarnação,Indireta,,
Lucas,23,46,46,Tesouros Libertadores,4 - A benção da esperança,Direta sem indexação do NT,"Jesus, no último instante da Cruz, quando nada mais podia ser feito, suplicou: - Pai, em Tuas mãos entrego o meu Espírito!",
Lucas,23,46,46,Florações Evangélicas,9 - Nas mãos de Deus,Epígrafe,,
Lucas,23,46,46,Libertação pelo Amor,24 - Autenticidade,Indireta,,
Lucas ,24,1,2,Luz nas Trevas, 7 - Sofrimento e Amor,Indireta,"Somente houve a gloriosa ressurreição do Mestre porque antes aconteceram os aziagos fenômenos de traição, de dor e de abandono que culminaram na Sua morte",
Lucas,24,1,3,Lampadário Espírita, 12 - Imortalidade,Indireta,"Mulheres piedosas, entre as quais uma ex-cortesã, acorreram ao sepulcro aberto na rocha, para visitar o inumado querido, encontrando, porém a sepultura violada e vazia.",
Lucas,24,1,12,Ilumina-te, 8 - Questão de óptica,Indireta,"Logo depois, Ele ressuscitou em esplendorosa madrugada de luz...",
Lucas,24,1,12,Rejubila-te em Deus, 28 – Amanhecer da imortalidade,Indireta,"De igual maneira, é inevitável a ressurreição, qual ocorreu com Jesus...",
Lucas,24,6,6,Benesses Natalinas,10- Vivência de Natal,Indireta,"O Seu ministério.. sem que a morte O detivesse, restintuindo-O em esplendorosa ressureição, a fim de que prosseguisse conosco pelos milênios afora. ",
Lucas,24,34,34,Desperte e Seja Feliz,29 - Sobrevivência e libertação,Indireta,,
Lucas,24,48,53,Após a Tempestade,23 - Desencarnação,Indireta,,
Lucas,24,50,53,Sob a proteção de Deus,31 – Beleza e moda,Indireta,"Jesus, a Pulcra Beleza, resplandecia sempre, e após a morte, ressurrecto, apresentou-se e ascendeu nimbado de incomparável luz...",
Lucas,24,50,53,Vidas Vazias,22 - A coroa do martírio,Indireta,"Foi na cruz que o Mestre confirmou a grandeza do Evangelho e, coroado de espinhos, ascendeu ao Pai através do martírio.",
João,1,1,1,Mundo Regenerado,12 - A sombra de João Evangelista,Indireta,,
João,1,3,16,Jesus e Atualidade,4 - Jesus e Amor,Indireta,...e deu a própria vida em holocausto de amor.,
João,1,11,11,Dimensões da Verdade,17 - Com paciência e paz,Direta sem indexação do NT,,
João,1,14,14,Jesus e Atualidade,12 - Jesus e Responsabilidade,Indireta,"propunha-lhes com veemência que não retornasse aos erros, ",
João,1,18,18,Jesus e o Evangelho à luz da Psicologia...,10 - A paciência,Direta,Ninguém jamais viu a Deus,
João,1,29,29,Rejubila-te em Deus,20 – Convulsões morais,Indireta,Envolve-te na fé do cordeiro de Deus e evitarás o choque dessas reações violentas,
João,1,46,46,Lições para a Felicidade,24 - Sórdidos porões,Direta,,
João,2,1,2,Ilumina-te, 25 - Simplicidade e pureza de coração,Direta sem indexação do NT,"(...)sementes, das virgens loucas e das prudentes, do bom samaritano na riqueza das parábolas do semeador e das, do filho pródigo, da figueira infrutífera, das redes e dos peixes, das dracmas, do banquete de núpcias...",
João,2,1,2,Momentos de esperança,17 – A César e a Deus,Direta sem indexação do NT,"Participou de uma boda, santificando-a...",
João,2,1,11,Celeiro de Bênçãos,34 - Problemas no matrimônio,Indireta,,
João,2,1,11,Benesses Natalinas,5- Festas e Natal,Direta sem indexação do NT,"Inaugurou, Jesus, o sublime apostolado público, honrando os nubentes, em júbilo, no consórcio de Caná...",
João,2,1,11,SOS Família,5 - Problemas no matrimônio,Indireta,,
João,2,1,12,O amor como solução,30 - Paz na Terra,Indireta,"Escolheu um período ruidoso, festivo, a fim de preparar o advento da Boa Nova...",
João,2,13,13,Tesouros Libertadores,6 - Lições Libertadoras,Direta sem indexação do NT,"(...) pagou o tributo a César, mas também atendeu aos deveres de referência a Deus. ",
João,2,25,38,Ilumina-te,30 - Noite extraordinária,Direta sem indexação do NT,"(...) seus pais levaram-No ao Templo, onde foi reconhecido como sendo o Messias e distinguido por Simeão e Ana que logo O identificaram.",
João,2,39,52,Ilumina-te,30 - Noite extraordinária,Direta sem indexação do NT,"(...) seus pais levaram-No ao Templo, onde foi reconhecido como sendo o Messias e distinguido por Simeão e Ana que logo O identificaram.",
João,3,1,2,Lampadário Espírita, 6- Na esfera do Cristo,Indireta,"Nicodemos também escutou o chamado, mas não se pôde decidir.",
João,3,1,12,Ilumina-te,25 - Simplicidade e pureza de coração,Direta sem indexação do NT,"(...) como no sermão das bem-aventuranças, no sermão profético, no dai a César o que é de César e a Deus o que é de Deus, no diálogo com Nicodemos, nas lições sobre a oração e a vigilância, os falsos profetas, dentre muitas...",
João,3,1,12,Nascente de Bênçãos,03 - Renascimento,Indireta,,
João,3,1,14,Estudos Espíritas,8 - Renascer,Direta com indexação do NT,,
João,3,1,21,Sob a proteção de Deus,21 – Caridade em todo lugar,Indireta,Nicodemos era erudito e dispunha de muitos haveres (...) desvelando-lhe a doutrina dos renascimentos.,
João,3,3,3,Jesus e Atualidade,2 - Jesus e Reencarnação,Direta sem indexação do NT,Não apenas no diálogo mantido com Nicodemus vibrou a Sua declaração quanto à necessidade de nascer de novo.,
João,3,3,3,Otimismo,57 - Vida em família,Direta sem indexação do NT,,
João,3,3,3,Jesus e o Evangelho à luz da Psicologia...,5 - Renascimentos,Epígrafe,,
João,3,7,7,Celeiro de Bênçãos,5 - Nascer de novo,Direta sem indexação do NT,,
João,3,7,7,Dias Gloriosos,21 - Ligeiro estudo sobre a reencarnação,Indireta,,
João,3,7,7,Lições para a Felicidade,7 - Processo de evolução,Direta sem indexação do NT,,
João,3,7,7,Rumos Libertadores,4 - Reencarnação e justiça,Direta sem indexação do NT,,
João,3,8,8,Espírito e Vida,4 - Não só justiça,Direta sem indexação do NT,,
João,3,16,16,Garimpo de Amor,4 - Amor e comportamento,Indireta,,
João,3,16,16,Tesouros Libertadores,5- Reino de Deus,Direta sem indexação do NT,"O Reino de Deus proposto por Jesus inicia-se no mundo que o pai amou de tal maneira, que O ofereceu para que todos pudessem fruir, depois d'Ele, as  benecesses da felicidade. ",
João,3,30,30,Jesus e Vida,8 - Armadilhas,Direta,,
João,3,30,30,Florações Evangélicas,43 - Promoção,Epígrafe,,
João,4,1,26,Tesouros Libertadores,6 - Lições Libertadoras,Indireta,"Nos memoráveis diálogos, ele exaltou os valores que não eram considerados, numa cultura preconceituosa, com sede de poder e de tormentosas vinditas. ",
João,4,1,26,Rejubila-te em Deus, 12 – Água e sabedoria,Indireta,"Dentre os diálogos inolvidáveis mais significativos, nenhum tão revelador qual aquele mantido com a filha da Samaria.",
João,4,1,26,Seja Feliz Hoje,28 - Jesus e as mulheres,Indireta,,
João,4,6,6,Rejubila-te em Deus,13 – Parábolas e símbolos,Direta sem indexação do NT,"Eu sou o caminho, a verdade e a vida...",
João,4,14,14,Rejubila-te em Deus,  13 – Parábolas e símbolos,Direta sem indexação do NT,Aquele que beber da água que eu lhe der...,
João,4,17,17,Tesouros Libertadores,6 - Lições Libertadoras,Indireta,Ele dignificou a mulher ,
João,4,23,24,Após a Tempestade,2 - Desprezo à fé,Indireta,,
João,4,24,24,Lampadário Espírita, 2 - Teofania,Direta sem indexação do NT,"Deus é Espírito, e os que O adoram, em espírito e verdade O devem adorar",
João,4,25,25,O amor como solução,1 - Arrogância, Indireta,(...) acontecimentos que Lhe confirmavam a autenticidade de Messias...,
João,4,26,26,Tesouros Libertadores,6- Lições Libertadoras,Indireta,"Cultivou a simplicidade e a pureza, embora a condição de Messias, que preferiu ser a ser favorecido em todas as circunstâncias.",
João,4,26,26,Convites da Vida,45 - Convite à Realidade,Epígrafe,,
João,4,4,42,Tesouros Libertadores,29 - Brilhe a tua luz,Direta sem indexação do NT,"Vai mais além e recorda a mulher samaritana, cuja vida Ele desnuda com ternura e gentileza...",
João,5,1,6,Segue em Harmonia,9 - Conexão infeliz,Indireta,"Sempre que solicitado a curar alguém, o Mestre inquiria o paciente se acreditava n’Ele, se desejava realmente recuperar-se...",
João,5,1,6,O amor como solução,22 - Doenças da alma,Indireta,"Sempre que o Mestre era solicitado a curar alguém, Ele interrogava se o paciente acreditava que isso era possível ...",
João,5,14,14,Desperte e Seja Feliz,23 - Curas,Direta sem indexação do NT,,
João,5,8,10,Plenitude,IX - Processo de auto cura,Direta sem indexação do NT,"""se quiseres, já que queres, concluindo: Levanta-te e anda, vê, sê limpo conforme a enfermidade que se faziam objeto. ",
João,5,14,14,Momentos de Felicidade,8 - Em favor dos enfermos,Indireta,... a recomendação em favor da conduta moral de modo que não lhes acontecesse nada pior,
João,5,14,14,Momentos de Harmonia,12 – Vítimas da loucura,Indireta,"Jesus que é o Senhor dos Espíritos, sempre usou para com eles de imensa misericórdia, afastando-os dos seus hospedeiros, com o objetivo de que não agravassem...",
João,5,14,14,O amor como solução, 20 - Fenômenos de cura,Indireta,"Jesus, o Sublime Terapeuta (...) a fim de que não acontecesse algo pior, e aos enfermos por obsessão, esclarecendo que o espírito imundo sai e vai buscar mais sete, a fim de habitar a casa...",
João,5,14,14,O amor como solução,  22 - Doenças da alma,Indireta,"Logo depois de restaurar-lhe a conduta, advertia-o (...) à mudança de conduta (...) sem o que, as enfermidades retornavam pioradas.",
João,5,14,14,Jesus e Atualidade,12 - Jesus e Responsabilidade,Indireta,"..., aos portadores do mal de Hansen",
João,5,14,14,Liberta-te do Mal,Beneficência e promoção humana,Indireta,"(...) orientando os necessitados a não mais permanecerem no erro, de modo que nada pior lhes viesse a acontecer.",
João,5,14,14,Plenitude,11 - Terapias alternativas,Indireta,"àqueles a quem sarou, para que não voltassem a pecar, a fim de que não lhes acontecesse nada pior",
João,5,17,17,Constelação Familiar,13 - Educação pelo trabalho,Direta,,
João,5,17,17,Dimensões da Verdade,24 - Paz pelo trabalho,Direta sem indexação do NT,,
João,5,17,17,Entrega-te a Deus,25 - O suave encantamento de servir,Indireta,Jesus deu o mais grandioso exemplo de respeito pelo trabalho...,
João,5,17,17,Episódios Diários,6 - Cansaço,Direta sem indexação do NT,,
João,5,17,17,Ilumina-te, 4 - Lazeres e divertimentos,Indireta,"Jesus até hoje trabalha, conforme acentuou, referindo-se ao Pai...",
João,5,17,17,Momentos de Renovação, 15 – Benção do trabalho,Direta sem indexação do NT,O Pai até hoje trabalha – asseverou Jesus – e eu também trabalho,
João,5,17,17,Momentos de Meditação,7 – Ascetismo,Indireta,"Jesus, o excelente Mestre, viveu trabalhando e exaltando o valor da ação como meio de dignificação e paz.",
João,5,17,17,Jesus e Atualidade,16 - Jesus e Repouso,Indireta,Jesus comentou que O Pai trabalha até hoje e ,
João,5,17,17,Libertação do Sofrimento,15 - A nobre sinfonia do serviço,Indireta,,
João,5,17,17,Vitória Sobre a Depressão,26 - Conquista de sentido existencial,Direta,,
João,5,17,17,Luz nas Trevas,15 - Trabalho dignificante,Direta sem indexação do NT,"Por isso, o Mestre Jesus exarou com profundidade e afirmação: Meu Pai até hoje trabalha, e eu também trabalho.",
João,5,24,24,Alerta,2 - Morrer para viver,Epígrafe,,
João,5,24,24,No Limiar do Infinito,13 - Vida no além-túmulo,Direta sem indexação do NT,,
João,5,29,29,No Limiar do Infinito,17 - Dívidas e resgates,Direta,,
